reviewText,summary,unixReviewTime,helpful,unhelpful
"Well, these weren't what I expected, to say the least.  Just kind of disappointing - pretty boring.  Still, worth a read, I guess.",meh.,1330041600,2,2
This was way to sexual for my taste but that does not mean other people will not like it. again it is just for another kind of reader that's all.,gross,1362441600,0,0
"Weaving fact with fiction with a supernatural bent appears to be this author's specialty, and he does it very well.  I've always been intrigued by the Salem Witch trials, and this book offers up a totally new idea for what may have motivated the perpetrators of this horrific and shameful time in our history.I've always been a fan of supernatural stories, after finding this author I am also becoming a fan of well researched historical fiction.",Historical Fiction as it's Best,1332547200,2,2
"Truly an interesting and fast-paced urban fantasy novella! Despite the few typos, I quite enjoyed reading this and am looking forward to finding out more about the Balancers!",Good Read,1310688000,1,1
"A very cute story of intrigue, and jealously.A quick read and would gladly read this author again.Till next time.",Nice,1372204800,0,0
"Great plot- not enough to feel like it is finished.  I enjoyed what there is, but I really feel like it was cut off at the half way point.",My soul to lose,1393545600,0,0
"I think this author has a lot of potential and imagination as shown by this saga. It was not a typical historical romance. It was at times brutal, sinful, sad and unbelievable. With that said, I won't give up on her as an author but she definitely needs a softer direction. The book was part of four by different authors and unfortunately it was the last book I read. Keep trying Phoenix.",Not for the Faint of Heart,1392336000,0,0
If your tired of vampire books that revolve around a love story this is a book for you.  I enjoyed reading a book that had a plot that could keep my attention since it was unique.  I would suggest that you give this one a try.  I was hooked from the beginning sentence.,Vampire story....without all the typical romance.,1295481600,0,0
"""Redeemer"" is like no other novel I have read, and one of my all time favorites. It is unique and unpredictable, as are all of this author's stories, and you will find yourself thinking about it at unexpected moments. The movement of the story is constant, in the best way, and the characters fully visible. There is a delusional, truly threatening villain, a devoted mother and her two-year-old daughter, and a handsome, enigmatic hero, whose assignment to keep mother and daughter safe, becomes very personal. There is a history interwoven in the form of a story-within-a-story, which itself is fascinating, but which also holds crucial elements of the main story. There is a smartness and passion, like in all of Killough-Walden's work, that keeps the story with you long after you finish reading, in the very best way.","Unique, Thrilling  Reading  Experience",1265587200,37,37
"Henry and  Beth, what a great story. I could imagine myself in this story. I would recommend t book to my friends.",Wonderful,1391904000,1,1
"Mara has wanted one man for a long time, her brother's best friend, Trent.  Luckily for Mara, Trent has wanted her for a long time also, but resisted because she's his best friends sister.  The story is short and does jump right into things, but you're still able to tell what is going on.  The beginning started out great and things were going well, but towards the ends things got a little to sappy and wrapped up sweet.  It would have been nice if it was longer, but it was cute.",wanted more,1301270400,0,0
"It has great potential, It has a mystical side and that is where you are left with questions. Even though I can't say the book is terrible and I did not like it. I just had to many questions and it made me wonder so much I would not want to read a sequel. I would recommend it to a friend so that I could get their perspective and maybe talking to someone would give a clearing understanding and not leave me frustrated.",Different,1330819200,1,1
"All the five star ratings had raised my expectations, which were never met.  The plot is predictible.  I kept hoping for something to twist or hit me like a bucket of ice water.  It never happened.",Good.  Not Great.,1298419200,2,2
Totally not what i was looking forward too! I like this author too but this one didn't do it for me.,Not what i expected!,1360281600,0,0
This is book two and I'm enjoying it very much. great characters great love and lots of excitement. I look forward to reading all the books in this series.,Great author,1394236800,0,0
"This novel had a unique plot line and a lot of promise, but as I got further into it I found I agreed with those that said there was just too much praying going on.  It seemed disruptive of the story line at times. I am a practicing Christian, and I don't mind a Christian-based novel once in awhile, although I have to be in the right mood for it. However, the praying and references to Jesus, salvation, and all the rest can be overdone at times and I think this is a good example of that.I also found it repetitive, and found myself skimming through some of the scenes that had already been done. Like how many times did we need to go out with Livy in the middle of the night and look for street kids, with the same result? This takes place in the Chicago area in the late 1800's and revolves around the fact that many young homeless children were exploited and abused. That part of the novel kept my attention.I liked the characters. They weren't deeply developed, but believable. It was a sweet, clean novel, for sure, with a little romance thrown in.  I bought it at a very low kindle price, I think it was 99 cents. I did finish it although I found I could put it down and not miss it much.  I do think it should be in the Christian Fiction section (as opposed to General Fiction) so you know ahead of time what you are getting.",Between 2 and 3 stars rating,1318982400,1,1
I will look for more books from this author. I hope to find more books from the author. I will read this book again,Good book,1359158400,0,0
"I really loved this story, however due to some editing errors, the ""secret"" was revealed before the characters saying it.  I found it hard to follow toward the end because of the errors.  I'm not a big fan of the graphic violence, however, the storyline is heart warming watching the characters grow in peace with God.",Heart warming,1377129600,0,0
This was not one of my favorite Rebecca Forster novels. I like the Josie Bates witness series better.. Just my personal taste,Bev,1400284800,0,0
"Let me explain, it was a little too advanced for the age of child I was looking for. I will hold onto it and read it to him when he gets a little older. Would recommend it for older children. Thank you for offering this for the Kindle.",Not exactly what I was looking for,1335398400,0,0
"Prophecy has never been allowed outside of her home for her entire life. Her family tells her she must stay inside for her safety. Her vampire ""brother"" wants to claim her and will stop at nothing to have her.Prophecy meets Valentine and tells the boss of his family that she is special. Now they are aware of her and want to kill her. When she meets Valentine again, he is her executioner, but he decides to save her instead and takes her away before the head of his family can kill her.There are strict rules within the vampire families and somewhat of a caste system for the hiearchy of vampires in all the families. Prophecy is supposed to hate Valentine and have nothing to do with him since he's from another family but she learns that Valentine is high up in the hiearchy of his own family and she develops more and more respect for him.Valentine can't understand why he didn't kill her but his instincts are screaming at him to save her. He knows that he will lose his title, his respect, and his life for saving Prophecy with a penalty of death from his family.Prophecy and Valentine set off to find out why Prophecy has no memories of a childhood and what they discover along the way makes them targets for the law Keepers, their families, hunters, and huge, vicious, werewolves all trying to kill both of them. They uncover many secrets in their journey for the truth with each secret adding to their arsenal of survival skills.This is a very good book if you're a fan of this genre like I am. This book is extremely well written and carefully thought out. The author is a master at storytelling and drawing you into the story. The characters are wonderful and the story has excitement and adventure around every corner.",Excellent Vampire Book With Much Adventure!,1358812800,0,0
"No, not my type. I love ghost stories, but did not enjoy this book. However, someone else may enjoy it. I never let other peoples' opinion put me off from trying a book that looks interesting. As I said, this is just not MY kind of story.",Mayhem?,1374364800,0,0
"There's good information in this cookbook.  As of the recipes, . I couldn't find one that I was interested in.  But in the authors defence, I am a picky eater.",Good info...,1369180800,0,0
"I really enjoyed this book.  I am somewhat uncomfortable with the whole infidelity thing and a few times I thought she had to take plot short cuts to have it work out.  But I read this book in one day and didn't want to put it down.  Chelsea and Tyler - the main characters were very believable.  I thought a bit more could have been done to flesh out her husband Jake, earlier in the book.  I didn't notice any typos or strange paragraphs so I would say it was pretty well edited.  The story has a strong start so I was immediately drawn into the characters and the story and it doesn't ever really let up.  Well done Christina!  Hope to read your next novel.",Great read,1336089600,1,1
Sara's been after vampires ever since they killed her twin brother and his wife. Wyatt catches her as she's slowly killing every vampire she finds. They had a week affair after her brother's death. She didn't know he was a vampire and now she has to change some of her thinking. Wish the story was a little longer. Enjoyable.,Wish the story was a little longer,1376784000,0,0
This book was ok but way unbelievable. I mean she just got out of the hospital after 1 year in a coma and 6 months of recovery and then they go and do things even I couldn't do and I'm perfectly healthy. Won't bereading the rest of this series.,Unbelievable,1309824000,3,3
"Prophecy has lived inside her vampire home her entire life without ever stepping outside the front gate.  She has no idea of what life is like outside of her home besides what she has seen on TV.  Her vampire family tells her it's because they want to keep her safe.  What Prophecy doesn't know is that she is the long awaited Prophecy for the vampires, one that is supposed to destroy her entire race.  When Prophecy decides one night to sneak outside the walls of her home to feed on a human, she meets Valentine.  Valentine is a vampire from a rival family.  When Valentine finds out who Prophecy is by biting her, Valentine has to tell his family what he has found.  Valentine didn't count on his vampire leader to have him kill Prophecy.  When Valentine decides to kidnap Prophecy and try to help her, it is the beginning of an adventure for her.  One that will not only help her find out who she really is but what she has to do.  This story is a long one but a good one.  You can't help but feel for Prophecy in this story, she is like a child, just getting to see the world for the first time but she is in her 20s.  Felicity has created this vampire story with the vampire families living in different ""Houses"".  They are all rival Houses.  This story has vampire, witches and werewolves all with different pasts.  There is action throughout the story, and the story with Prophecy keeps you reading just so you can find out the mystery about her.",The Prophecy,1335052800,0,0
I always know that when I buy one of her books I am gonna enjoy the story. Dana Marie Bell never disappoints.,Another good book,1393718400,0,0
Almost everything was predictable. Action just mediore. Identifying with any one character hard to imagine. I have always been an avid reader of frontiers book but this particular reading was only ho-hum.,So So,1357344000,2,2
"3.5 StarsThis book started off extremely hot and heavy, and then cooled off quite a bit.  I was a little lost in all the merger talks, it was a bit of a lull in the book.  I did enjoy reading about the island of Martinique.  The author did well in describing the island and its many treasures; it almost makes you want to take a trip there.  The relationship between Zuri and Christophe was a good one.  They had really good chemistry, and some on fire love scenes.  This was a good read, but not the best I have read from Sienna Mynx; I still look forward to reading more of her work.",Good read,1344384000,0,0
"I really liked the color. When I tried to put my kindle into the sleeve, I could not zip it up. It was almost an inch to short.  I then put my kindle into the fire sleeve and returned the regular kindle sleeve.  Now my fire only has a small thin cover.",Kindle Zip Sleeve,1328054400,1,1
"This is a short review, for a solid and decent book in the very fun PsyCop series. If you haven't read any book in this series yet, please check out my reviews of the first two books in this series Among the Living and Criss Cross.  I am a fan of Jordan Castillo Price's and of this series, but this book was just good -- not great; however, it is good and it is worth the read.  It felt like a bridge book, but having read further on in the series I can say that key things do happen in this book that are important.JCP is great about pushing the line in her urban fantasy world.  Ever wonder if lost limbs leave ghostly trails?  If a person has lost a hand, or a leg -- will its former limb appear as a ghost?  JCP answers that question in this book in a gruesome yet funny scene in which Vic is meeting Jacob's family for the first time.  In addition to the stress of attempting to impress his boyfriend's family, Vic is not using his prescription meds to dull his psychic senses (which the poor guy desparately relies on) and thus has to ignore the ghostly limb, while attempting to be coherent and friendly to his boyfriend's family -- all while sober.""I avoided looking at the spot where Leon's arm was flopping around on the table.""And as Vic laments to Jacob (after Vic flees the scene),""I am trying hard to be a decent boyfriend but I think I might not be cut out for it.""Body and Soul brings Vic and Jacob closer together.  With the typical introspective but witty inner dialogue that Vic employs, the reader is treated to Vic and Jacob's developing relationship.There is a decent mystery storyline and a cop investigation that is horror filled and gruesome.  This book is a fun and quick read.  Like the previous two books in the series, there is something about it that encourages compulsive behavior and I was not able to put it down -- I had to immediately go on to the next in the series.  But despite the addicting effect, Body and Soul is not the best book in the series, it is not great but it is good.  You will not be sorry you read it and you will learn some important things about Vic and Jacob together as a couple.  Body and Soul leads straight in to the fourth book in the series -- Secrets, which in my opinion is the best book thus far in PsyCop.",Solid Read; Good Entry in the Series,1327795200,3,3
"I guess I read the information about this book wrong because it is not a book but a very, very short story. It was easy to read and follow. I would of liked to have known about the terrible accident. I do not think 20 more words would have hurt this story.,",Not a book,1375056000,1,1
"The author clearly wanted to push this series forward, introduce dome things. But this is part of a story, bit a whole one, and I wouldn't gave bought this if I'd known. This should have been a free read in a newsletter.",half a story,1401667200,0,0
I am sure if you're into dolls this book would be good but I was just bored by chapter 3.,Just did not like the storyline,1363564800,0,0
"There was NO basis for their love. He humiliated her in front of people who could have helped her cause and asked her for a night with him!!! She had been working for months to get where she was and he just wiped it all away. I know he fixed it but it was his mistake to fix, he was not being sweet about it because he caused the issue for NO reason!!! She forgave him the very next day and that night, they are MADLY in love and a marriage proposal is a day away!!! Ridiculous and unbelievable!!!",Hmmmm...MAJOR SPOILERS!!!!,1379548800,2,2
This was a quick read before bed. One good thing about this short story was the complex world she explained in this book. I love the fact that you got a factual background of the main character and a steamy love scene.,"Well, let's see!!!",1300147200,0,0
"This Is The Worse Book I Have Ever Read!!!! Oh my goodness, who edited this garbage? Ms. McCray please don't write anymore books. What an awful story! What an awful end! BLECH!",The Worse Book I Have Ever Read!!!!,1323216000,8,8
The story was okay but I would expect more from this and it should have an epilogue since it was only eight chapters.  The writer may be cracking out to manny books and doing some cut and pasting mmmm.,Okay Read,1392163200,0,0
NOT clean.  Misleading and not well written.  I was really disappointed.  Not worth the time or any time at all,NO Thanks,1367366400,1,1
"Never underestimate the mind of an unrehabilitated criminal; especially one who is planning his next violent crime, while completing his latest jail sentence.  Simply put, his final lesson in life was his final crime.  Thanks to Amazon, I was able to purchase this book, along with about 50 others so far, at reasonable costs, at my own convenience, and have not been without reading material since I received the Kindle.",A mystery-thriller with a plot unlike others!,1339286400,3,3
This was too short of a story for the real horror to have the shock effect that it deserved! Would make a great story if it had been longer.,Wanted more!,1364342400,0,0
"The story was hot and steamy, I didn't realize it was a short story when I downloaded it. It made me want more.",Dane,1364688000,0,0
"This book is worth reading for the third act, which is highly suspenseful and contains a superb twist.Getting there is somewhat more problematic.  There are times when credulity is strained.  For instance, there's a murky character named Buck who appears somewhere near the beginning of the book.  Even the author doesn't seem to know what to do with him and quickly gives him the axe.This novel screams out for a strong editor.  For while it's highly entertaining and completely credible in places, the story is often undercut by awkward passages and plot lines.There's a terrific novel hidden somewhere in these pages.  Sadly, A TOUCH OF REVENGE reads like an early draft in places.",Surprisingly Strong Ending,1305849600,4,4
"The plot has some obvious holes in it, but Minger manages to keep the intrigue high by not revealing the twin's ruse until almost the end of the book. After Minger gets away from her over use of interior monologue and sometimes simplistic writing, the novel moves along at an even pace. One thing the author does well is descriptions, so anyone who likes to read detailed descriptions of a scene will appreciate Minger's skill.I kept waiting for the ruse to be revealed so see Hakon's reaction to his treatment of Gwendolyn, but, alas, the plot was not written that way. Like another reviewer said, the beginning seemed like it would be a novel about Anora and Wulfgard, but I think the author made a wise choice in focusing the novel on Hakon and Gwendolyn. Anora was too passive a character, too shy, too timid, too reliant on Gwendolwyn, who at first was too selfish and childish. Wulgard and Hakon are passionate warriors and hero and heroine are well matched in this novel.I have not read a medieval novel in ages and this one was quite enjoyable.",A well matched pair of lovers,1352592000,2,2
Bad book. Terrible reading. Disappointing perusing. Awful scanning. Poison Ivy to the mind. It dulls the intellect. It stunted my IQ.,Bad,1346198400,0,0
"A must read ,happy happy happy  all that hotness  will leave you in a state of mind that you don't want to leave",Raw silk,1369440000,3,3
This book was a wast of time.  I m not sure what I was expecting.  But I read the first 12 chapters and finally I had to stop punishing myself and just stop reading this crazy book.,Not good,1363046400,0,0
"It is nice but a little too simplistic. For example, Jonah's story would benefit from the story of the vine.",Kings and Prophets,1378080000,0,0
I didn't care for it because I am not into vampires and evil creatures so I give it a thumbs down.,Didn't know what I was getting myself into.,1356998400,0,0
Purchaed this thinking it would be similar to the movie but was disappointed. Nothing like it at all. SMH :(,not like the movie,1373760000,0,0
"The alien abduction has been done and re-done, so if you're going to write it - it needs to have something new and interesting to pull the reader in.This book was pretty similar to Laurann Dohner's ""Ral's Woman""... not exact, but similar enough that I repeatedly thought of the other story.I won't read any more by this author - it's toooooo simple for me. And I set a pretty low bar.",yawn,1325116800,2,2
"I loved this book. I loved the foreplay between the main characters that apparently has lasted several years. The two could not have been more different, but it worked for them.Milo was adorable and I recommend this book to anyone who just needs a feel-good moment.",Hot,1338508800,0,0
"I got spoiled using a different Bible until they changed the format. This one will do, it is better than another one that I have.",weeping,1397001600,0,0
This is the third round I have read the series. Can`t get enough. This is been one of many that I have truly enjoyed.,Wow!,1389139200,0,0
This book seemed to be the usual detective novel with the twist that the detective was dead. He was able to interact with the living world with the caveat that no one he cared about recognized him. The plot was slow for three fourths of the book with a cast of characters that were hard to keep track of. Towards the end the pace picked up as well as my understanding of the game that was being played out. I would have preferred if the author had let readers in on a few secrets early in the book. It was an interesting read but I doubt I would seek out the serial.  I received a free copy of this book to review it.,Dead Furst,1314403200,0,0
"First, let me say I ordered the next two books in the series.  They were worth the ebook price, but wouldn't be worth a regular paperback price.The setup was a little contrived, I expect some type of divine intervention explanation to cover why the earthquakes struck the military bases just when everyone went underground.The dialogue really is stilted, the author ought to record his daily conversations and compare them to dialogue in the book.  The characters talk like they were briefing a very picky 4 star general, not talking to friends.Some of the plot lines rely too much on coincidence.There are a lot of other negatives, but so what.This isn't great literature, but it's fun.  Obviously the author is still working on his craft, but he can write things that keep your attention.I enjoy the setting because we moved to Huntsville a couple of years ago.The great thing about Kindle is the way authors can put something enjoyable out there and earn a few coins while they perfect their skills.","Not great, but fun",1279411200,3,3
"The story started out a little slow, but then snowballed! Into a page turner! Very we'll written and captivating.  A good getting to know the protagonist intro then things started moving faster and deeper. I really enjoyed this story and will look for more by this author!",made me lose the better part of a nights sleep!,1381449600,0,0
"Not sure why I read this short story. Not my scene, so I didn't enjoy it. Not a good advertisement for Graham's full novel ""Beyond Justice"" which I did enjoy.",Accidental Hero is no hero,1349913600,0,0
Great world building and such a unique spin on an old tale. I fell in love with this hero right off the bat. The heroine is graceful and well developed. The romance was heart warming and the story rich. This was one of my favorite reads.,I want a demon lover of my own!,1338076800,0,0
Never read the whole book about twenty pages was enough trash talking for me.  I think it might have been a good story otherwise but will never know for sure due to language,trash talking,1389312000,2,2
"The elements of this story showed off the the author's individual flare.  Rather than a run-of-the-mill nonhuman romance, she creates a cool world where shifters practice magic and potion-making and the rules of shifter society create real conflict for the hero, Lucas.  The heroine, Nita, has a lot of depth; she deals with avoiding life by sticking to her routine, something a lot people are guilty of.  Lucas makes some errors in judgment that have real consequences and those errors make him a plausible character.The love scenes aren't terribly memorable and the villain is dull, trite, and unworthy of the main characters.  Also, it would have been great to see some the pack's prejudice rather than just take the characters' word for it.  Despite these setbacks ""City Wolf 2"" was definitely worth the read.",A Unique Tale,1349654400,0,0
"Poorly written, very predictable. No mystery here.  The author herself gave away the plot ending.  The only redeeming quality this story has is that it is mercifully short.",Amaturish,1383609600,0,0
"This free Kindle was simply an intro. and nothing more, to The Amersham Rubies and Bless the Bride.  Pleasant enough but I wasn't permitted to get in enough to be nudged to read more.  It didn't turn me off from reading more but it didn't incite me.  I did find the writing to be excellent and suited to the tales.The Amersham Rubies (Molly Murphy Mysteries)",Not Enough,1366502400,0,0
"The author's style is clear and easy-to-read, but overall I found this story overly predictable.  Everything proceeds very much as the reader would expect (at least this reader) and I found myself craving something -- anything -- that defied my expectations.",Overly predictable,1386460800,0,0
"What a delightful novel! The characters were well-rounded and extremely likeable. I also appreciated the effort that was put into Povre's native language. In addition, the plot was intriguing and I didn't want to stop reading. I'm looking forward to more from this author!",Captivating,1389225600,2,2
"Gretchen knows her Mother isn't responsible for the murder she's accused of, but how does she prove it. This story rambles along, there's just no straight path. I guess in the end I'm just not into doll stories. You can't please everyone, but I should have passed this one up.",Not For Me,1328054400,11,11
She is a favorite author of mine. I've read a lot of her books. Never disappointed.  I often fall in love with her heroes - where can I get one for myself?,Love her books!,1355616000,1,1
"The story wasn't bad.  I read the whole thing just to see how it ended, even though I think I already knew.  But the character Knghthorse was a child in grownups clothing.  Also, he was a big headed jerk.  He thought he was sooo great!!  Anybody who could have standed him must have been nuts.  I would have at least tried to knock him down some pegs.",Childish character,1377561600,0,0
This is another great read just really short. Read it with in an hour. At the end it says the story continues but I can't seem to find it. Slyvis Day is an  amazing author.,a good read,1376697600,0,0
This book was very different from what I had imagined and I loved it. The reaper concept was great and I look forward to reading more books by this author!!,I loved this book!,1367107200,1,1
"I couldn't decide whether to laugh or cry while reading the story.  Once the authors even called Beth ... Mary.  The story was supposed to be set in the past,  but you wouldn't know it.  Mostly the glossing over of a bully and abuser bothered me.  I did finish reading the book, but won't go any further.",Needs Work,1384819200,1,1
Thomas was a little to quick to claim Cat and be accepting of who she is. They are a cute couple but wish it was not so rushed,tomcat are a cute couple,1395187200,0,0
"I thought I would like this for light reading without giving time to a novel, but I did not like it after all.",inconsistent,1389312000,0,0
Not really into the whole werewolf scenarios.  I may be one of very few whole had no interest in the whole Twilight thing.  This book was free and a quick read is the only reason I read it.  I think if the werewolf story line was left out I would have given it a better review.  Just not my cup of tea,just not into the werewolf.....,1370044800,0,0
"I found the advice in here so basic, I could have written it before I had a child of my own.  No tips or secrets here.",nearly insulting,1358121600,2,2
"If I had actually paid money for this novella, I'd have wanted a refund. I got through it quickly, but it was very unsatisfying - no real suspense, simplistic plot and language, and one-dimensional characters. It's intended for much younger readers than I, but I liked more depth in my chosen reads even in my teenage years. Skip this one.",Simplistic,1297900800,0,0
"Timothy Zahn's Fool's Bargain is a short story originally published in e-book form and set before the events of his novel Survivor's Quest. This tale covers an assignment Aurek Company of the Imperial 501st receives on the embattled planet Kariek. The focus is on the four troopers who comprise Aurek-Seven and in particular their leader Twister. This is the same squad that plays a part in Survivor's Quest, minus one personnel change which is detailed in this story. There aren't many Expanded Universe stories that take the Imperial point of view, so this is a welcome perspective here. By this stage in the galaxy's history, years after the Battle of Endor, certain elements of the Empire have developed a more enlightened perspective of the universe around them. These troopers are honorable soldiers fighting for a government they believe in, one that no longer ruthlessly oppresses subject populations but rather plays more of a protector role.The Empire of the films is notably a human-centric organization. Zahn opens the door to alien Imperials in this story with the introduction of Su-mil, an Eickarie and a Kariek native swept up in a civil war. There is a clever bit of deception on Su-mils part involving the Eickarie concept of a lie (they term a lie ""left-handed,"" vs. a truth which is ""right-handed"" - this must be awkward for the native left-handed Eickaries!). By fighting together, Twister sees a potentially valuable ally in Su-mil and we get a perspective of how a stormtrooper unit might be something a soldier would actually aspire to join, rather than simply being cannon fodder for Rebel heroes.All in all, Fool's Bargain is an enjoyable vignette of Imperial life that expands a bit on characters from Survivor's Quest and also provides an interesting preview of the Imperial perspective Zahn went on to explore more thoroughly in his novel Allegiance. It can be purchased in electronic form and is also available in the paperback version ofSurvivor's Quest (Star Wars).",Enjoyable Imperial slice-of-life story,1285286400,1,1
Bought this at my husband's request to replace the cover on his Kindle.Says it fits Kindle and other models.  Not the Kindle he owns.The good news is that I dropped it off at UPS yesterday at 11am and got the refund this morning.,Not as described,1371513600,0,0
"This book sounded like a good idea but it was very slow going.  The plot was good but never really took off, it was like trying to walk thru knee deep mud.  Not even the love scenes could pick it up.  I found myself just skipping to end, I just wanted the book to be over.",Like walking thru mud....,1328313600,0,0
"This was the worst book I've ever read. Scratch that, I didn't even finish it. Not only does the main character calmly blow off the fact that her mom is a half vampire, but she's a bit easy in my opinion. One moment she is in love with her boyfriend, a guy she's been knowing 5 years, the next she is entranced by the new guy at school (you guessed it... a vampire) and completely blowing her boyfriend off.My biggest problem with this book was the prologue because the author had the audacity to target the famous vampires Dracula, Lestat, and Edward as being 'wrong' yet not have the skills to back up this notion and provide a good novel. If that's not bad enough, the dialogue is the definition of cheesy and typical, just like the romance. For those of you who say that this is not a rip-off of Twilight, you're right. This book is WORSE, and I'm not even a Twilight fan.But, it was free so what more can be expected?",No Wonder It's Free (Spoiler Alert),1334966400,5,5
"It's a good story, a bit strange in places and the editing is pretty bad.  There are several spelling and grammar mistakes, not enough spacing between moving from one time frame to another and it can get a bit confusing. Lalla is trying to find out who murdered a homeless guy and puts her own life in danger with her snooping as she is one of the suspects - at least for one of the cops, her boyfriend keeps trying to get her to say yes to his proposal and her dad has decided to rekindle his own love life and she is trying to run a business - busy girl! There are other books in this series, but I won't buy them, if they turn up on my free list I might get them, but the editing is so bad it has put me off.","Good story, poor editing",1381881600,1,1
It is uncommon for me not to finish a book and even more odd not to read more than just a few pages. I could not get past the writing style.,Couldn't read past a few pages skipped to the middle then to near the end. The POV and tone of how book reads were unbearable,1386806400,1,1
How can you go wrong?!  Hot steamy and a cowboy!  A little too short but yet good story.  Readable in a few hours.,Hot steamy and cowboy!,1369958400,1,1
"Bought it on a whim, haven't read all of the stories but I can tell you the few I have read are very disturbing.  The book is well put together and not at all what I expected, not sure what that was, but it wasn't what I got.  Don't read this if you are an over sensitive person - must be open to the ideas of human kind and our darkness within from the authors perspectives.",So Far - So Good,1399248000,1,1
"This is a fascinating collection of collected stories, many different versions of one another. If you are interested in these fairytales, I would advise for you to get various published stories of the Brothers Grimm's tales.",GFS,1365897600,0,0
"The premise of this novel is promising and in the hands of a skilled writer could say much about the world we live in as well as giving an exciting and mysterious story.Unfortunately it is let down by the quality of the writing. The characters feel like cardboard cutouts whose only purpose is to possess their powers, dialogue is clunky, and it takes ages for aything resembling plot to kick in.With the help of a great editor and some decent character development, this would be an excellent and thought provoking YA novel with wide appeal to adults as well, but sadly in its current incarnation it has unrealistic characters and is badly structured. It reads like a first draft from an imaginative writer who needs to work on the nuts and bolts of storytelling and character development. Worked up properly, it could be a wonderful read.Download the sample before you buy to avoid potential disappointment. I really wanted to like it, but it needs a good deal of work.",great idea badly executed.,1318809600,1,1
"This book tells the true tale of an Australian soldier captured shortly after the START of the war and how he endured the  sadistic and inhuman treatment of his Japanese guards. He witnesses guards beating prisoners to death for not bowing deeply or quickly enough.To my amazement,after calling the guards stupid,ignorant and fanatic at the end of the war he forgives them and calls them ""BRAVE"".  The ""Stockholm Syndrome""?",Prisoners of war and the Stockholm Syndrome,1352246400,1,1
You will have to read this book. About young kids who had to survive on their own. I read it in one night. I could not put the book down.,Surviving the fog is one of the best books I have read.,1394928000,0,0
"I really liked this book, there was a lot of excitement and action. It was a different kind of story but very good.",Hallowed Be Thy Name,1378252800,0,0
"Unable to believe the number of business trips his brother-in-law Keith O'Connell makes to Dundee, Idaho, Isaac Russell decides to serendipitously follow him.  Isaac is stunned to find that Keith has another wife with three young daughters besides his sibling Liz.Forced to make a decision, Keith chooses his Idaho family for the sake of his offspring.  When his despondent sister Liz decides to follow her ""husband"" to Idaho, Isaac does likewise to insure she does not break the law by doing something stupid or even try to do something stupider like getting her ""husband"" to come back to her.  Complicating matters at least in Isaac's mind is his attraction to Keith's schoolteacher first wife Reenie Holbrook, who uses her maiden name.Big girls do cry when they suffer broken hearts as both women do when the truth about Keith's bigamy surfaces.  However, Reenie recovers faster perhaps because she has the kids to take care of (no time for breakdowns) and the interest of Isaac to help her move on while Liz feels abandoned and betrayed first by her two-timing spouse and then her brother.  She and the kids provide the fresh extended look at the impact of bigamy.Harriet Klausner",fresh extended look at the impact of bigamy,1126828800,3,3
"While reading this book I as reminded of the book the Alpha Promise. Yet the character building nd believability of Bonnie was not there. The more educated the individual the less profane their vocabulary. Hide however made the book and I would love to see a sequel with more emphasis on honor, nobility and traditions being challenged.",Sexy yet to familiar,1341619200,1,1
"Single sentence summary: Now that Megan's little brother has been returned home, Megan must keep her promise to the Winter Prince and return to the Winter Kingdom.I don't like the couple in this book. Megan, like the previous book, continues to annoy me a little and her friendship with the Winter Prince, Ash,  is just odd and doesn't work for me.  I would have loved to see more development but that wasn't there.  Instead everything felt a little hollow for me.I do like how Kagawa manages to engage me with her writing even when I'm not sure about how much I'm enjoying the main characters. The additional characters are varied enough that they are interesting but they too lack development and detail.I didn't like how so much of this novella was spent going over what happened in the previous book. I read the previous book, I didn't need a recap in a 60 or so page novella.This was a short and quick read that I enjoyed but I'm not sure why so many people have raved about this series. The action was engaging and the writing snags me and keeps me reading but still found events predictable. I'll give the next full length book a try and see what I think but as it stands, this gets 2.75 Stars.Thanks to Harlequin Teen and Netgalley for the opportunity to read this book.",Too little content and development for real enjoyment,1309132800,1,1
It was an exciting mystery storyPenny was being  The one they wanted to killAmong all the cheerleaderWho was the killer,CLASSMATE MURDERS,1382227200,1,1
Perhaps someone with an interest in theater would enjoy this book. After reading it I was still not sure what the story was.,An. Ideal husband,1383782400,0,0
An interesting storey of a youngest son and his step into manhood. The development of plot and characters is very well done. I was impressed by the author's description of the landscape and its impact on this book. The time spent in reading this book is worth your time. My second volume in the author's name and his stories. A four star rating from me.,"The ""Button"" of the Family",1396828800,0,0
As usual J.R.Ward doesn't disappoint with this Novella of Zsadist and Bella!! The only thing that upset me was that I wished it was as long as her other Black Dagger Brotherhood books but I realize this was a Novella so I get it! I have already recommended this series to many of my friends and they love them as much as I do!!! I can't wait for the next book of this series that comes out in April...Thank you J.R. Ward for making me so happy just by reading your amazing books...You're a true talent!!!,Father Mine:Zsadist and Bella's Story A Black Dagger Brotherhood Novella,1393286400,0,0
